00:00:00.008801 main     VirtualBox COM Server 7.1.8 r168469 win.amd64 (Apr 11 2025 16:45:31) release log
00:00:48.256326          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:48.529964          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saving)}, preserve=false aResultDetail=0
00:00:53.226345          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox" with version "1.19-windows"
00:00:53.235399          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox"
00:00:53.243753          ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={Saved screenshot thumbnail data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:00:53.307246          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:53.340780 SaveState Saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox" with version "1.19-windows"
00:00:53.347482 SaveState Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox"
00:00:53.383737          ERROR [COM]: aRC=E_INVALIDARG (0x80070057) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={Properties with TRANSIENT or TRANSRESET flag cannot be set or modified if VM is not running}, preserve=false aResultDetail=0
00:00:53.613980          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:00:54.796927          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:03:25.377268          Launched VM: 4111792448 pid: 19512 (0x4c38) frontend: GUI/Qt name: Basics
00:03:25.436857          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:03:32.022990          Platform architecture set to 'x86'
00:03:32.160951          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:03:33.134568          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:03:33.225421          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:03:34.434566          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:03:34.500405          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Restoring)}, preserve=false aResultDetail=0
00:03:34.577519          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Restoring)}, preserve=false aResultDetail=0
00:03:34.578376          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Restoring)}, preserve=false aResultDetail=0
00:03:36.341853          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:03:36.343120          HostDnsMonitorProxy::GetDomainName: no domain set
00:03:36.343256          HostDnsMonitorProxy::GetNameServers:
00:03:36.343271            name server 1: 192.168.159.192
00:03:36.343347          HostDnsMonitorProxy::GetSearchStrings:
00:03:36.343358            no search string entries
00:03:41.084883          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox" with version "1.19-windows"
00:03:41.102814          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox"
00:03:41.278319          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:03:41.392999          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:59.069718          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox" with version "1.19-windows"
00:03:59.075083          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox"
00:03:59.119353          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:04:19.283670          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Paused)}, preserve=false aResultDetail=0
00:04:19.326555          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:04:21.768679          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:04:21.859589          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saving)}, preserve=false aResultDetail=0
00:04:25.891882          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox" with version "1.19-windows"
00:04:25.898978          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox"
00:04:25.910469          ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={Saved screenshot thumbnail data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:04:25.933901          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:04:25.992192 SaveState Saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox" with version "1.19-windows"
00:04:25.999361 SaveState Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\Basics\Basics.vbox"
00:04:26.018082          ERROR [COM]: aRC=E_INVALIDARG (0x80070057) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={Properties with TRANSIENT or TRANSRESET flag cannot be set or modified if VM is not running}, preserve=false aResultDetail=0
00:04:26.217956          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:04:26.952763          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:04:55.837431 USBPROXY usbLibGetDevices: Starting USB device enumeration
00:04:56.063140 USBPROXY Getting USB descriptor (id 0) failed (dwErr=31) on hub USB#ROOT_HUB30#5&31c52a58&0&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8} port 1
00:04:56.070083 USBPROXY usbLibGetDevices: Found 2 USB devices, 0 captured
00:07:51.717021          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:07:51.723477          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:07:51.725225          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:07:51.731519          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:07:51.731798          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:07:51.735863          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:07:53.509117          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:08:21.063460          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:08:21.070077          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:08:24.695273          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:08:24.703289          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:08:25.083146          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Saved)}, preserve=false aResultDetail=0
00:18:47.197980 createBase Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:18:47.203982 createBase Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:18:47.220235          Platform architecture set to 'x86'
00:18:47.222430          Platform architecture set to 'x86'
00:18:47.222480          Platform architecture set to 'x86'
00:18:47.224556          Platform architecture set to 'x86'
00:18:47.232190          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\ubuntu\ubuntu.vbox" with version "1.19-windows"
00:18:47.236190          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\ubuntu\ubuntu.vbox"
00:18:47.236435          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:18:47.240056          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:18:47.249346          Platform architecture set to 'x86'
00:18:47.254920          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:18:47.261268          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:18:47.263800          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\ubuntu\ubuntu.vbox" with version "1.19-windows"
00:18:47.269043          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\ubuntu\ubuntu.vbox"
00:18:47.318929          Saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:18:47.323869          Finished saving settings file "C:\Users\RAJAN\.VirtualBox\VirtualBox.xml"
00:18:47.418044          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:18:47.421203          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:18:47.457962          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:18:47.469160          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:18:51.220418          Launched VM: 4111791632 pid: 2700 (0xa8c) frontend: GUI/Qt name: ubuntu
00:18:51.273699          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:18:51.274864          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:18:51.311209          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:18:51.312428          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:18:57.781422          Platform architecture set to 'x86'
00:18:57.893391          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:18:57.896100          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:18:57.905110          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:18:57.906274          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:18:58.603973          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:18:58.703218          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:19:00.271725          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:19:00.286533          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:19:00.290200          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:19:00.293918          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:19:00.315918          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:19:00.324341          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Starting)}, preserve=false aResultDetail=0
00:19:00.406849          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Starting)}, preserve=false aResultDetail=0
00:19:00.412872          Saving settings file "C:\Users\RAJAN\VirtualBox VMs\ubuntu\ubuntu.vbox" with version "1.19-windows"
00:19:00.417646          Finished saving settings file "C:\Users\RAJAN\VirtualBox VMs\ubuntu\ubuntu.vbox"
00:19:00.455912          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:19:00.462817          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
